Feature,SHAP_Value,Absolute_SHAP
Total_Abnormal_Neuro_Findings,0.0671095535433222,0.0671095535433222
Age_of_onset,0.0446579722997712,0.0446579722997712
Coordination,0.0390915450633061,0.0390915450633061
Age,0.0275551194440637,0.0275551194440637
Motor_System,0.02507401429808,0.02507401429808
