Selected_Model,Feature_Set,Global_SHAP_Top_Feature,Global_SHAP_Top_Importance,Permutation_Top_Feature,Permutation_Top_Importance,Number_of_Raw_Clinical_Features,Number_of_Transformed_Features,Number_of_Representative_Patients,Local_SHAP_Completed,LIME_Completed,Permutation_Importance_Completed,SHAP_LIME_Comparison_Completed,SHAP_Permutation_Comparison_Completed,Held_Out_Test_Used
Clinical Random Forest,Clinical,Total_Abnormal_Neuro_Findings,0.08118,Total_Abnormal_Neuro_Findings,0.09767857142857136,27,43,3,True,True,True,True,True,False
