Feature,SHAP_Value,Absolute_SHAP
Total_Abnormal_Neuro_Findings,0.0729290959254769,0.0729290959254769
Age_of_onset,-0.0366162893783618,0.0366162893783618
Age,-0.0259823240471767,0.0259823240471767
Coordination,-0.024668906269762,0.024668906269762
Motor_System,0.0233182335206193,0.0233182335206193
