Feature,SHAP_Value,Absolute_SHAP
Total_Abnormal_Neuro_Findings,-0.1070691262627873,0.1070691262627873
Motor_System,-0.0438995942093753,0.0438995942093753
Age_of_onset,-0.0356444602001065,0.0356444602001065
Coordination,-0.0277678264583675,0.0277678264583675
Age,-0.0252223290366898,0.0252223290366898
