Candidate,Feature_Set,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_classifier__penalty,param_classifier__solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,param_classifier__gamma,param_classifier__kernel,param_classifier__colsample_bytree,param_classifier__learning_rate,param_classifier__min_child_weight,param_classifier__reg_alpha,param_classifier__reg_lambda,param_classifier__scale_pos_weight,param_classifier__subsample
Clinical Random Forest,Clinical,0.5888925552368164,0.06336896566625705,0.12266206741333008,0.007666824626682216,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 4, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 9, 'classifier__n_estimators': 288}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.868421052631579,0.9473684210526315,0.9473684210526315,0.8974358974358975,0.8974358974358975,0.9116059379217274,0.031062597481987243,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.7894736842105263,0.8888888888888888,0.8888888888888888,0.8,0.8,0.8334502923976608,0.045428321898254506,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,0.9375,1.0,1.0,1.0,1.0,0.9875,0.024999999999999998,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8571428571428571,0.9411764705882353,0.9411764705882353,0.8888888888888888,0.8888888888888888,0.9034547152194211,0.03290889377689741,0.875,0.5,0.8333333333333334,0.9500000000000001,0.8,0.7916666666666667,0.15420044674960506,10,0.9829545454545454,0.9914772727272727,0.9914772727272727,0.9755434782608696,0.9755434782608695,0.983399209486166,0.007129277154436495,4.0,sqrt,3.0,9.0,288.0,,,,,,,,,
Clinical Random Forest,Clinical,0.5142199039459229,0.08921481860973621,0.16886768341064454,0.05846306009544103,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 8, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 430}",0.8,0.3,0.8,0.8888888888888888,0.7777777777777778,0.7133333333333333,0.21016160742287804,17,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9487179487179487,0.9487179487179487,0.9426450742240216,0.010813077259924487,0.75,0.2,0.6666666666666666,1.0,1.0,0.7233333333333334,0.2935605180840533,2,0.9333333333333333,0.8888888888888888,1.0,0.9375,0.9375,0.9394444444444444,0.03540549932872082,0.75,0.25,1.0,0.75,0.5,0.65,0.25495097567963926,19,0.875,1.0,0.875,0.9375,0.9375,0.925,0.046770717334674264,0.75,0.2222222222222222,0.8,0.8571428571428571,0.6666666666666666,0.6592063492063491,0.2272689965107566,18,0.9032258064516129,0.9411764705882353,0.9333333333333333,0.9375,0.9375,0.9305471220746362,0.013884418124390539,0.875,0.5,0.7500000000000001,1.0,0.8,0.7849999999999999,0.16552945357246848,12,0.9801136363636364,0.9943181818181818,1.0,0.9782608695652174,0.9782608695652174,0.9861907114624506,0.009159124970033329,8.0,log2,3.0,8.0,430.0,,,,,,,,,
Clinical Random Forest,Clinical,0.4508796691894531,0.02067853095670499,0.10932197570800781,0.004270998613516534,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 9, 'classifier__n_estimators': 251}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.868421052631579,0.9473684210526315,0.868421052631579,0.8717948717948718,0.8974358974358975,0.8906882591093117,0.03035387432854255,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.7619047619047619,0.8888888888888888,0.7894736842105263,0.7894736842105263,0.8,0.8059482038429406,0.0433524687574945,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,1.0,1.0,0.9375,0.9375,1.0,0.975,0.03061862178478973,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8648648648648649,0.9411764705882353,0.8571428571428571,0.8571428571428571,0.8888888888888888,0.8818431877255406,0.03187022582002452,0.9166666666666667,0.5833333333333334,0.7500000000000001,0.9500000000000001,0.8,0.8,0.1308094458023239,7,0.9659090909090908,0.9886363636363636,0.9801136363636362,0.9701086956521738,0.967391304347826,0.9744318181818181,0.008659645177947307,10.0,sqrt,4.0,9.0,251.0,,,,,,,,,
Clinical Random Forest,Clinical,0.9690541744232177,0.024289082914625993,0.170776891708374,0.006427585848697447,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 6, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 9, 'classifier__n_estimators': 591}",0.8,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7333333333333333,0.17098119165930084,11,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.9230769230769231,0.9230769230769231,0.9376518218623483,0.02046037047529275,0.75,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6599999999999999,0.1688523352255192,13,0.8421052631578947,0.8888888888888888,0.9411764705882353,0.8421052631578947,0.8421052631578947,0.8712762297901616,0.03936771597880464,0.75,0.5,1.0,1.0,0.75,0.8,0.18708286933869706,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.4,0.8,0.8888888888888888,0.75,0.7177777777777777,0.16679254505648552,11,0.9142857142857143,0.9411764705882353,0.9696969696969697,0.9142857142857143,0.9142857142857143,0.9307461166284696,0.022085270088210568,0.875,0.5,0.7500000000000001,0.9500000000000001,0.8,0.775,0.15329709716755893,16,0.9914772727272728,0.9943181818181818,1.0,0.9891304347826088,0.9918478260869565,0.9933547430830039,0.003707509354694559,6.0,sqrt,2.0,9.0,591.0,,,,,,,,,
Clinical Random Forest,Clinical,0.2848954677581787,0.017232955895565567,0.1013676643371582,0.0031653246527637495,,balanced,,,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 6, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 6, 'classifier__n_estimators': 260}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.868421052631579,0.9473684210526315,0.8421052631578947,0.8461538461538461,0.8717948717948718,0.8751686909581646,0.037959888781104796,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.7619047619047619,0.8888888888888888,0.7777777777777778,0.7272727272727273,0.7619047619047619,0.7835497835497834,0.0551973987639147,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,1.0,1.0,0.875,1.0,1.0,0.975,0.049999999999999996,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8648648648648649,0.9411764705882353,0.8235294117647058,0.8421052631578947,0.8648648648648649,0.8673081750481131,0.04005054680694555,0.875,0.5833333333333334,0.7500000000000001,1.0,0.85,0.8116666666666668,0.13920408678547397,3,0.96875,0.9857954545454545,0.9744318181818181,0.9565217391304348,0.9592391304347827,0.968947628458498,0.010607754684711255,6.0,log2,4.0,6.0,260.0,,,,,,,,,
Clinical Random Forest,Clinical,0.1632533073425293,0.0037896403488682463,0.07571520805358886,0.001295069466476026,,balanced,,,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 6, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 148}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.8421052631578947,0.9210526315789473,0.8421052631578947,0.8461538461538461,0.8717948717948718,0.864642375168691,0.030301629583128077,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.7272727272727273,0.8421052631578947,0.75,0.75,0.7619047619047619,0.7662565504670769,0.03954808368953132,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,1.0,1.0,0.9375,0.9375,1.0,0.975,0.03061862178478973,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8421052631578947,0.9142857142857143,0.8333333333333334,0.8333333333333334,0.8648648648648649,0.8575845017950282,0.0306067847270598,0.875,0.5,0.7500000000000001,0.9500000000000001,0.85,0.785,0.1562049935181331,11,0.9630681818181819,0.9829545454545454,0.9659090909090908,0.9510869565217392,0.9619565217391304,0.9649950592885375,0.010293293806621313,6.0,sqrt,4.0,10.0,148.0,,,,,,,,,
Clinical Random Forest,Clinical,0.6648342609405518,0.013876442194664395,0.12308807373046875,0.0018385402795840697,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 3, 'classifier__max_features': 0.5, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 4, 'classifier__n_estimators': 463}",0.8,0.5,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.13229223169899748,1,1.0,0.9473684210526315,1.0,0.9487179487179487,0.9487179487179487,0.9689608636977057,0.02534813901619197,0.75,0.4,0.6666666666666666,0.8,0.75,0.6733333333333332,0.14321700705960558,3,1.0,0.8888888888888888,1.0,0.8888888888888888,0.8888888888888888,0.9333333333333332,0.054433105395181765,0.75,0.5,1.0,1.0,0.75,0.8,0.18708286933869706,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.4444444444444444,0.8,0.8888888888888888,0.75,0.7266666666666667,0.14995472567774054,10,1.0,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.9647058823529413,0.028817526385684456,0.875,0.5416666666666667,0.8333333333333334,0.9500000000000001,0.8,0.8,0.13854401627080268,7,1.0,0.9971590909090909,1.0,0.9972826086956522,0.9945652173913044,0.9978013833992095,0.0020406992517848876,3.0,0.5,2.0,4.0,463.0,,,,,,,,,
Clinical Random Forest,Clinical,0.8124808311462403,0.020215756350725155,0.15211429595947265,0.021107468875612538,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 4, 'classifier__max_features': 0.75, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 4, 'classifier__n_estimators': 584}",0.9,0.5,0.8,0.7777777777777778,0.6666666666666666,0.7288888888888889,0.13637276437836676,16,1.0,0.9736842105263158,1.0,0.9743589743589743,0.9743589743589743,0.9844804318488529,0.012674069508095975,0.8,0.4,0.6666666666666666,0.75,0.6666666666666666,0.6566666666666666,0.13808210118138653,17,1.0,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.9647058823529413,0.028817526385684456,1.0,0.5,1.0,0.75,0.5,0.75,0.22360679774997896,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,0.4444444444444444,0.8,0.75,0.5714285714285714,0.690952380952381,0.16100246551760095,15,1.0,0.9696969696969697,1.0,0.9696969696969697,0.9696969696969697,0.9818181818181818,0.014845392380504096,0.875,0.5,0.7500000000000001,0.9500000000000001,0.8,0.775,0.15329709716755893,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.75,1.0,4.0,584.0,,,,,,,,,
Clinical Random Forest,Clinical,0.6132718563079834,0.16019830455255307,0.10492358207702637,0.00868626709252391,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 8, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 373}",0.8,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7333333333333333,0.17098119165930084,11,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9487179487179487,0.9487179487179487,0.9584345479082321,0.01246104476490023,0.75,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6599999999999999,0.1688523352255192,13,0.9411764705882353,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.8888888888888888,0.9098039215686274,0.0256155790094973,0.75,0.5,1.0,1.0,0.75,0.8,0.18708286933869706,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.4,0.8,0.8888888888888888,0.75,0.7177777777777777,0.16679254505648552,11,0.9696969696969697,0.9411764705882353,0.9696969696969697,0.9411764705882353,0.9411764705882353,0.9525846702317292,0.013972134005180357,0.875,0.5,0.7500000000000001,0.9500000000000001,0.8,0.775,0.15329709716755893,16,0.9971590909090909,1.0,1.0,0.9945652173913044,0.9945652173913044,0.99725790513834,0.002431010790541966,8.0,sqrt,1.0,8.0,373.0,,,,,,,,,
Clinical Random Forest,Clinical,0.40099320411682127,0.004775159226243495,0.11537337303161621,0.004235399607505199,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 4, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 445}",0.8,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7333333333333333,0.17098119165930084,11,0.8947368421052632,0.9210526315789473,0.9736842105263158,0.9487179487179487,0.9487179487179487,0.9373819163292849,0.02705592622931761,0.75,0.25,0.6666666666666666,1.0,1.0,0.7333333333333333,0.2758824226207808,1,0.9285714285714286,0.8823529411764706,1.0,0.9375,0.9375,0.9371848739495798,0.03748778724465516,0.75,0.25,1.0,0.75,0.5,0.65,0.25495097567963926,19,0.8125,0.9375,0.9375,0.9375,0.9375,0.9125,0.049999999999999996,0.75,0.25,0.8,0.8571428571428571,0.6666666666666666,0.6647619047619047,0.21660857410642181,17,0.8666666666666667,0.9090909090909091,0.967741935483871,0.9375,0.9375,0.9236999022482895,0.034019990386297494,0.9166666666666667,0.5,0.7500000000000001,0.9500000000000001,0.8,0.7833333333333334,0.15951314818673865,13,0.9801136363636362,0.9943181818181818,0.9971590909090909,0.9809782608695653,0.9809782608695652,0.9867094861660078,0.007433513438834798,4.0,log2,2.0,10.0,445.0,,,,,,,,,
Clinical Random Forest,Clinical,0.46902809143066404,0.0042849413416781385,0.12324838638305664,0.002401792562135015,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 2, 'classifier__max_features': 0.75, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 527}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.868421052631579,0.8947368421052632,0.8421052631578947,0.8461538461538461,0.8974358974358975,0.8697705802968961,0.023296459516372586,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.8235294117647058,0.875,0.8125,0.75,0.8333333333333334,0.8188725490196077,0.040410713422597944,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,0.875,0.875,0.8125,0.9375,0.9375,0.8875,0.046770717334674264,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8484848484848485,0.875,0.8125,0.8333333333333334,0.8823529411764706,0.8503342245989305,0.025913231115579374,0.9166666666666667,0.5,0.7083333333333334,0.9500000000000001,0.8,0.775,0.16210421887717108,16,0.9545454545454546,0.9772727272727273,0.9573863636363636,0.9701086956521738,0.9673913043478262,0.965340909090909,0.00835608552802969,2.0,0.75,4.0,8.0,527.0,,,,,,,,,
Clinical Random Forest,Clinical,0.46698613166809083,0.011323020488251805,0.12197399139404297,0.001714719336294516,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 10, 'classifier__max_features': 0.5, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 519}",0.8,0.3,0.8,0.8888888888888888,0.6666666666666666,0.691111111111111,0.20803608423943915,19,0.9210526315789473,0.9473684210526315,1.0,0.9487179487179487,0.9230769230769231,0.9480431848852902,0.02846831728708365,0.75,0.2,0.6666666666666666,0.8,0.6666666666666666,0.6166666666666667,0.2144761058952722,19,0.8823529411764706,0.8888888888888888,1.0,0.9375,0.8823529411764706,0.9182189542483659,0.045810244904050466,0.75,0.25,1.0,1.0,0.5,0.7,0.291547594742265,17,0.9375,1.0,1.0,0.9375,0.9375,0.9625,0.03061862178478973,0.75,0.2222222222222222,0.8,0.8888888888888888,0.5714285714285714,0.6465079365079365,0.2360822844881224,19,0.9090909090909091,0.9411764705882353,1.0,0.9375,0.9090909090909091,0.9393716577540105,0.03321567044275158,0.9166666666666667,0.5,0.7500000000000001,1.0,0.8,0.7933333333333333,0.17081503967091946,9,0.9943181818181818,0.9914772727272727,1.0,0.9972826086956522,0.9891304347826086,0.9944416996047432,0.0038981555924060256,10.0,0.5,3.0,2.0,519.0,,,,,,,,,
Clinical Random Forest,Clinical,0.16073851585388182,0.0024169033245225982,0.07501387596130371,0.0015445093340829433,,balanced,,,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__max_features': 0.75, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 153}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.9473684210526315,0.9210526315789473,0.9473684210526315,0.8974358974358975,0.8974358974358975,0.9221322537112011,0.022337027083617324,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.8888888888888888,0.8823529411764706,0.8888888888888888,0.8333333333333334,0.8,0.8586928104575163,0.03597598412919122,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,1.0,0.9375,1.0,0.9375,1.0,0.975,0.03061862178478973,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.9411764705882353,0.9090909090909091,0.9411764705882353,0.8823529411764706,0.8888888888888888,0.9125371360665477,0.024990496832979055,0.9166666666666667,0.45833333333333337,0.9166666666666667,0.9500000000000001,0.8,0.8083333333333333,0.18226964152656425,6,1.0,0.9914772727272727,0.9971590909090909,0.9891304347826086,1.0,0.9955533596837945,0.004471958008181666,10.0,0.75,2.0,7.0,153.0,,,,,,,,,
Clinical Random Forest,Clinical,0.2997746467590332,0.0019684497400350442,0.09867324829101562,0.0014477130102772938,,balanced,,,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 4, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 3, 'classifier__n_estimators': 317}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.8157894736842105,0.9210526315789473,0.8947368421052632,0.8205128205128205,0.8717948717948718,0.8647773279352226,0.04116523944491682,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.7142857142857143,0.8421052631578947,0.8,0.7142857142857143,0.7619047619047619,0.766516290726817,0.04962294624202327,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,0.9375,1.0,1.0,0.9375,1.0,0.975,0.03061862178478973,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8108108108108109,0.9142857142857143,0.8888888888888888,0.8108108108108109,0.8648648648648649,0.857932217932218,0.041528177517629265,0.875,0.5833333333333334,0.7500000000000001,1.0,0.9,0.8216666666666667,0.1433333333333333,2,0.9488636363636364,0.9772727272727273,0.96875,0.9429347826086956,0.9510869565217391,0.9577816205533598,0.012999893494108374,4.0,log2,5.0,3.0,317.0,,,,,,,,,
Clinical Random Forest,Clinical,0.5155295372009278,0.00547204628181687,0.13206238746643068,0.006948563269239858,,balanced,,,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 2, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 9, 'classifier__n_estimators': 561}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.8421052631578947,0.9210526315789473,0.868421052631579,0.8205128205128205,0.8461538461538461,0.8596491228070174,0.034260464979179776,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.75,0.8421052631578947,0.7619047619047619,0.7142857142857143,0.7272727272727273,0.7591136933242197,0.04472548480912407,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,0.9375,1.0,1.0,0.9375,1.0,0.975,0.03061862178478973,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8333333333333334,0.9142857142857143,0.8648648648648649,0.8108108108108109,0.8421052631578947,0.8530799972905235,0.035162714767255805,0.875,0.5416666666666667,0.7916666666666667,1.0,0.85,0.8116666666666668,0.15116216457830972,3,0.9602272727272727,0.9886363636363636,0.96875,0.9429347826086956,0.9619565217391305,0.9645009881422926,0.014767603907536888,2.0,log2,4.0,9.0,561.0,,,,,,,,,
Clinical Random Forest,Clinical,0.430466890335083,0.003911661447161454,0.09992284774780273,0.001723022751676391,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 4, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 6, 'classifier__min_samples_split': 9, 'classifier__n_estimators': 312}",0.9,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7533333333333333,0.18303342472865777,1,0.8421052631578947,0.9210526315789473,0.868421052631579,0.7948717948717948,0.8717948717948718,0.8596491228070174,0.04122801495741206,0.8,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6699999999999999,0.17524585904126555,4,0.75,0.8421052631578947,0.7894736842105263,0.6818181818181818,0.7619047619047619,0.765060378218273,0.052341111896362744,1.0,0.5,1.0,1.0,0.75,0.85,0.2,1,0.9375,1.0,0.9375,0.9375,1.0,0.9625,0.030618621784789725,0.8888888888888888,0.4,0.8,0.8888888888888888,0.75,0.7455555555555555,0.1808211721461187,1,0.8333333333333334,0.9142857142857143,0.8571428571428571,0.7894736842105263,0.8648648648648649,0.8518200907674591,0.04081491566977533,0.9166666666666667,0.5833333333333334,0.8333333333333334,0.9500000000000001,0.85,0.8266666666666668,0.12892719737209146,1,0.9375,0.9772727272727273,0.9517045454545454,0.9184782608695652,0.9483695652173914,0.9466650197628459,0.019202213505612607,4.0,sqrt,6.0,9.0,312.0,,,,,,,,,
Clinical Random Forest,Clinical,0.45216856002807615,0.0019128303469577365,0.12142748832702636,0.0030829437621196993,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 2, 'classifier__max_features': 0.5, 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 9, 'classifier__n_estimators': 509}",0.8,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7333333333333333,0.17098119165930084,11,0.868421052631579,0.8947368421052632,0.8157894736842105,0.8205128205128205,0.8717948717948718,0.854251012145749,0.030871459316843083,0.75,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6599999999999999,0.1688523352255192,13,0.8235294117647058,0.875,0.7647058823529411,0.7368421052631579,0.8235294117647058,0.8047213622291022,0.04869374608215856,0.75,0.5,1.0,1.0,0.75,0.8,0.18708286933869706,10,0.875,0.875,0.8125,0.875,0.875,0.8625,0.024999999999999998,0.75,0.4,0.8,0.8888888888888888,0.75,0.7177777777777777,0.16679254505648552,11,0.8484848484848485,0.875,0.7878787878787878,0.8,0.8484848484848485,0.831969696969697,0.0327511136507252,0.9166666666666667,0.5416666666666667,0.7916666666666667,1.0,0.8,0.8099999999999999,0.15486553307089776,5,0.9488636363636364,0.9772727272727273,0.9573863636363636,0.9483695652173914,0.9565217391304348,0.9576828063241107,0.010485372447099973,2.0,0.5,5.0,9.0,509.0,,,,,,,,,
Clinical Random Forest,Clinical,0.23987812995910646,0.001971241763435077,0.07550177574157715,0.0019290466807167722,,,,,"{'classifier__class_weight': None, 'classifier__max_depth': 4, 'classifier__max_features': 0.75, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 256}",0.8,0.4,0.8,0.8888888888888888,0.7777777777777778,0.7333333333333333,0.17098119165930084,11,0.868421052631579,0.8947368421052632,0.868421052631579,0.8717948717948718,0.8974358974358975,0.8801619433198381,0.013088331288749611,0.75,0.3333333333333333,0.6666666666666666,0.8,0.75,0.6599999999999999,0.1688523352255192,13,0.8235294117647058,0.875,0.8235294117647058,0.7894736842105263,0.8333333333333334,0.8289731682146542,0.02741152490914625,0.75,0.5,1.0,1.0,0.75,0.8,0.18708286933869706,10,0.875,0.875,0.875,0.9375,0.9375,0.9,0.03061862178478973,0.75,0.4,0.8,0.8888888888888888,0.75,0.7177777777777777,0.16679254505648552,11,0.8484848484848485,0.875,0.8484848484848485,0.8571428571428571,0.8823529411764706,0.862293099057805,0.01394075433349385,0.875,0.5,0.7500000000000001,0.9500000000000001,0.8,0.775,0.15329709716755893,16,0.9573863636363635,0.9772727272727273,0.9659090909090909,0.9619565217391305,0.9728260869565217,0.9670701581027668,0.007190220633507616,4.0,0.75,4.0,10.0,256.0,,,,,,,,,
Clinical Random Forest,Clinical,0.17114834785461425,0.007638831245705642,0.06407814025878907,0.013519137175616064,,balanced_subsample,,,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 5, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 108}",0.8,0.3,0.8,0.8888888888888888,0.7777777777777778,0.7133333333333333,0.21016160742287804,17,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9230769230769231,0.9487179487179487,0.953306342780027,0.01897706551533441,0.75,0.2,0.6666666666666666,0.8,0.75,0.6333333333333334,0.22085691697969928,18,0.9411764705882353,0.9411764705882353,0.8888888888888888,0.8421052631578947,0.8888888888888888,0.9004471964224287,0.037386408416080805,0.75,0.25,1.0,1.0,0.75,0.75,0.27386127875258304,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.2222222222222222,0.8,0.8888888888888888,0.75,0.6822222222222222,0.23552934864698727,16,0.9696969696969697,0.9696969696969697,0.9411764705882353,0.9142857142857143,0.9411764705882353,0.9472065189712249,0.020823751323132165,0.8333333333333334,0.5,0.8333333333333334,0.9500000000000001,0.8,0.7833333333333334,0.15055453054181622,13,1.0,1.0,0.9971590909090909,0.9918478260869565,0.9945652173913044,0.9967144268774704,0.003165141774317565,5.0,sqrt,1.0,8.0,108.0,,,,,,,,,
